slug,title,purpose,categories,source_url,secretariat,website,registered_contact_name,date_of_most_recent_agm
kurdistan-region-in-iraq,All-Party Parliamentary Group on the Kurdistan Region in Iraq,To promote friendship and understanding between the peoples and representatives of the Kurdistan Region in Iraq and the UK.,Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/kurdistan-region-in-iraq.htm,,http://www.appgkurdistan.org.uk/,John Slinger MP,2025-11-19 00:00:00
kurds,All-Party Parliamentary Group on Kurds,"To develop friendship and understanding of Kurds in the UK and abroad though sharing cultural, economic and social issues through dialogues and discussion; organising events and exchanges between Members and Kurdish communities and community leaders in the UK and abroad.","Human Rights, Equality & Social Justice|International Affairs, Development & Trade",https://publications.parliament.uk/pa/cm/cmallparty/260223/kurds.htm,Centre for Kurdish Progress acts as the group's secretariat.https://kurdishprogress.com/,None,Steve Race MP,2025-03-10 00:00:00
kuwait,All-Party Parliamentary Group on Kuwait,"To strengthen and sustain economic, social, and cultural ties between the United Kingdom and Kuwait.",Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/kuwait.htm,,None,Tahir Ali MP,2026-02-03 00:00:00
lancashire,All-Party Parliamentary Group on Lancashire,"The APPG will provide a forum to champion the county’s interests, drive investment and create growth opportunities that benefit local people and businesses. The APPG will explore the long-term success of existing committed investments into Lancashire and look to tell the story of Lancashire in Parliament and to the world.","Regions, Nations & Devolution",https://publications.parliament.uk/pa/cm/cmallparty/260223/lancashire.htm,,None,Maya Ellis MP,2026-01-21 00:00:00
latin-america,All-Party Parliamentary Group on Latin America,To foster good relations between parliamentarians from Britain and parliamentarians from Latin American countries.,Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/latin-america.htm,Canning House acts as the group's secretariat.https://www.canninghouse.org/,None,Fabian Hamilton MP,2025-03-12 00:00:00
leamside-line,All-Party Parliamentary Group on the Leamside Line,"To campaign for the re-opening of the Leamside Line in full, which would provide significant economic, social and environmental benefits for the North-East of England and positively impact the East Coast Main Line ensuring an uplift in capacity.","Infrastructure, Transport & Mobility|Economy, Business & Industry|Environment, Climate & Sustainability",https://publications.parliament.uk/pa/cm/cmallparty/260223/leamside-line.htm,,None,Mrs Sharon Hodgson MP,2025-02-04 00:00:00
learning-disability,All-Party Parliamentary Group on Learning Disability,"To explore the issues faced by people with a learning disability and by their families. The group explores the key issues of the day, across areas including health, social care, education, employment and benefits.","Social Care, Welfare & Family Support",https://publications.parliament.uk/pa/cm/cmallparty/260223/learning-disability.htm,Royal Mencap Society acts as the group's secretariat.https://www.mencap.org.uk/,https://www.mencap.org.uk/all-party-parliamentary-group-learning-disability,Jen Craft MP,2025-04-02 00:00:00
leasehold-and-commonhold-reform,All-Party Parliamentary Group on Leasehold and Commonhold Reform,To consider matters relating to leasehold and commonhold legislation and regulation. Reduce opportunities for exploitation and improve cladding. Review the leasehold property Tribunal as a low-cost forum for disputes and redress including leasehold insurance and service charges which fall outside FCA (Financial Conduct Authority) regulation. Meet with and monitor government departments and publicly funded bodies working on leasehold.,"Housing, Planning & Built Environment",https://publications.parliament.uk/pa/cm/cmallparty/260223/leasehold-and-commonhold-reform.htm,Leasehold Knowledge Partnership acts as the group's secretariat.https://www.leaseholdknowledge.com/,https://www.leaseholdknowledge.com/category/appg/,Justin Madders MP,2025-11-24 00:00:00
lebanon,All-Party Parliamentary Group for Lebanon,To strengthen political and economic relationships between the United Kingdom and Lebanon.,Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/lebanon.htm,,None,Sir John Hayes MP,2025-12-09 00:00:00
legal-and-constitutional-affairs,All-Party Parliamentary Group on Legal and Constitutional Affairs,"To raise awareness and build understanding of legal and constitutional issues, and provide a source of debate and expertise on these subjects.","Justice, Law & Security|Governance, Democracy & Political Reform",https://publications.parliament.uk/pa/cm/cmallparty/260223/legal-and-constitutional-affairs.htm,The Law Society and Bar Council jointly act as the group's secretariat.https://www.lawsociety.org.uk/andhttps://www.barcouncil.org.uk/,None,Linsey Farnsworth MP,2025-12-09 00:00:00
less-survivable-cancers,All-Party Parliamentary Group on the Less Survivable Cancers,"To create a forum to raise political awareness of issues affecting patients with a less survivable cancer – in particular cancers of the brain, liver, lungs, pancreas, oesophagus and stomach – and to advocate for actions to improve survival rates.","Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/less-survivable-cancers.htm,Pancreatic Cancer UK acts as the group's secretariat.https://www.pancreaticcancer.org.uk/,https://lesssurvivablecancers.org.uk/all-party-parliamentary-group-on-less-survivable-cancers/,Paulette Hamilton MP,2025-01-14 00:00:00
libya,All-Party Parliamentary Group on Libya,To foster good bilateral relations and understanding between the UK and Libya.,Country Group,https://publications.parliament.uk/pa/cm/cmallparty/251201/libya.htm,,None,Mark Pritchard MP,2024-09-03 00:00:00
life-sciences,All-Party Parliamentary Group for Life Sciences,"To raise awareness and understanding of the valuable contribution the life sciences sector provides to the health and wealth of the nation and the important role of charities, industry, and academies in supporting and funding medical research and commercialisation to the benefit of patients across the UK.","Science, Technology & Innovation",https://publications.parliament.uk/pa/cm/cmallparty/260223/life-sciences.htm,"UK BioIndustry Association, Association of Medical Research Charities, British Heart Foundation, Association of the British Pharmaceutical Industry, British In Vitro Diagnostic Association, Academy of Medical Sciences, Cancer Research UK and Arthritis UK jointly act as the group's secretariat.https://www.bioindustry.org/andhttps://www.amrc.org.uk/andhttps://www.bhf.org.uk/andhttps://www.abpi.org.uk/andhttps://www.bivda.org.uk/andhttps://acmedsci.ac.uk/andhttps://www.cancerresearchuk.org/andhttps://www.arthritis-uk.org/",https://www.bioindustry.org/policy/appg.html,Kit Malthouse MP,2025-12-10 00:00:00
listed-properties,All-Party Parliamentary Group on Listed Properties,"To speak up for listed properties in the UK and raise awareness in parliament of the role played by their owners in protecting the nation's heritage; and to advocate policies that support owners in preserving listed properties, including tax and planning reform.","Arts, Culture, Heritage & Media|Housing, Planning & Built Environment",https://publications.parliament.uk/pa/cm/cmallparty/260223/listed-properties.htm,Listed Property Owners' Club acts as the group's secretariat.https://www.lpoc.co.uk/,None,Sir James Cleverly MP,2025-02-11 00:00:00
literacy,All-Party Parliamentary Group on Literacy,"The APPG is committed to promoting parliamentary understanding and support for the latest national research, policies, and best practices in literacy across the early years, schools and criminal justice system. It will raise awareness of the importance of improving literacy levels and advocates for a targeted, place-based, collaborative, cross-sector approach to achieving this goal.","Education, Skills & Youth",https://publications.parliament.uk/pa/cm/cmallparty/260223/literacy.htm,National Literacy Trust acts as the group's secretariat.https://literacytrust.org.uk/,None,Gareth Snell MP,2025-10-15 00:00:00
lithuania,All-Party Parliamentary Group on Lithuania,To promote and strengthen relations between the parliaments of Lithuania and the UK.,Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/lithuania.htm,,None,Sir John Whittingdale MP,2026-02-05 00:00:00
liver-disease-and-liver-cancer,All-Party Parliamentary Group on Liver Disease and Liver Cancer,"To raise awareness of liver disease and liver cancer with parliamentarians and government, and to advocate for policy change to transform outcomes for liver patients, reduce health inequalities, and ensure the voices of people with lived experience are heard at Westminster.","Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/liver-disease-and-liver-cancer.htm,British Liver Trust acts as the group's secretariat.https://britishlivertrust.org.uk/,None,Dr Beccy Cooper MP,2026-02-11 00:00:00
liverpool-city-region,Liverpool City Region All-Party Parliamentary Group,"The APPG provides a forum for collaboration and debate on the issues impacting on the Liverpool City Region. The group takes evidence from stakeholders in the region, including individuals, businesses, and the third sector to produce an evidence and consensus based voice.","Regions, Nations & Devolution",https://publications.parliament.uk/pa/cm/cmallparty/260223/liverpool-city-region.htm,Devo Agency acts as the group's secretariat.https://www.devoagency.co.uk,https://appglcr.org.uk/,Peter Dowd MP,2026-01-27 00:00:00
loan-charge-and-taxpayer-fairness,Loan Charge and Taxpayer Fairness All-Party Parliamentary Group,"To raise concerns about the Loan Charge legislation and associated HMRC action against thousands of freelance, contract and locum workers and small company owners in the UK, as well as the wider context of fairness of the tax system and the conduct, performance and accountability of HMRC.","Finance, Markets & Consumer Affairs",https://publications.parliament.uk/pa/cm/cmallparty/260223/loan-charge-and-taxpayer-fairness.htm,Loan Charge Action Group acts as the group's secretariat.https://www.hmrcloancharge.info/,https://www.loanchargeappg.co.uk/,Sammy Wilson MP,2025-11-04 00:00:00
local-government,All-Party Parliamentary Group on Local Government,To discuss issues of interest and concern to parliamentarians and councillors about local government.,"Governance, Democracy & Political Reform",https://publications.parliament.uk/pa/cm/cmallparty/260223/local-government.htm,The Local Government Information Unit  acts as the group's secretariat.https://lgiu.org/,https://lgiu.org/news/all-party-parliamentary-group-on-local-government,Mr Clive Betts MP,2024-11-12 00:00:00
local-growth,Local Growth All-Party Parliamentary Group,"To provide a policy forum that supports local economic growth by bringing together parliamentarians, local government representatives, business, and educational institutions.","Economy, Business & Industry|Regions, Nations & Devolution",https://publications.parliament.uk/pa/cm/cmallparty/260223/local-growth.htm,Local Government Association acts as the group's secretariat.https://www.local.gov.uk/,None,David Baines MP,2024-12-17 00:00:00
local-markets,All-Party Parliamentary Group on Local Markets,"To provide a conduit for the markets industry to advance the case for markets and to raise issues about their welfare. It provides a forum for discussions about policy, strategy and operational issues recognising the role of markets and market trading in retail, tourism, employment, hospitality, and leisure sectors.","Economy, Business & Industry|Finance, Markets & Consumer Affairs",https://publications.parliament.uk/pa/cm/cmallparty/260223/local-markets.htm,National Association of Market Authorities acts as the group's secretariat.https://nabma.com/,https://nabma.com/all-party-parliamentary-markets-group/,Julia Buckley MP,2026-01-21 00:00:00
local-nature-recovery,Local Nature Recovery All-Party Parliamentary Group,"This group brings Local Nature Partnerships together with parliamentarians to strengthen the voice of partnerships for local nature recovery. The group will focus on delivery of key policies such as Local Nature Recovery Strategies, highlighting the importance of nature for placemaking, public health, the economy and the climate.","Environment, Climate & Sustainability",https://publications.parliament.uk/pa/cm/cmallparty/260223/local-nature-recovery.htm,Oxfordshire Local Nature Partnership acts as the group's secretariat.https://www.olnp.org.uk/,None,Pippa Heylings MP,2025-02-12 00:00:00
london,All-Party Parliamentary Group for London,The APPG is a forum for MPs and Peers to work together on a cross-party basis to strengthen the capital's voice in Parliament. The group’s purpose is to promote the capital in the interests of all Londoners.,"Regions, Nations & Devolution",https://publications.parliament.uk/pa/cm/cmallparty/260223/london.htm,London Councils acts as the group's secretariat.https://www.londoncouncils.gov.uk,https://www.londoncouncils.gov.uk/all-party-parliamentary-group-appg-london,Florence Eshalomi MP,2025-09-09 00:00:00
long-covid,All-Party Parliamentary Group on Long Covid,To work with like-minded MPs and organisations to research the prevalence of Long Covid; assess and request scientific research and medical inquiries; raise awareness of the profound impacts on millions of people worldwide; and outlining our asks to government.,"Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/long-covid.htm,Long Covid Support acts as the group's secretariat.https://www.longcovid.org/,https://www.longcovid.org/impact/appg-on-long-covid,Jo Platt MP,2024-12-09 00:00:00
magnitsky-sanctions-and-reparation,All-Party Parliamentary Group on Magnitsky Sanctions and Reparation,"To raise the profile of human rights and anti-corruption sanctions within parliament, to examine specific situations where sanctions may be appropriate, and to consider changes to the operation of the UK’s Magnitsky Sanctions legislation to improve its efficiency and impact.","Justice, Law & Security|Human Rights, Equality & Social Justice|International Affairs, Development & Trade",https://publications.parliament.uk/pa/cm/cmallparty/260223/magnitsky-sanctions-and-reparation.htm,Redress acts as the group's secretariat.https://redress.org/,https://redress.org/magnitsky-sanctions/appg-on-magnitsky-sanctions-and-reparation/,Sir Iain Duncan Smith MP,2025-10-21 00:00:00
malaria-and-neglected-tropical-diseases,All-Party Parliamentary Group on Malaria and Neglected Tropical Diseases,"To raise the profile of malaria and neglected tropical diseases in Parliament, to champion solutions and tools to prevent, treat, control, and eliminate them, and to strengthen cross-party Parliamentary support for UK leadership, investment, and mobilisation of political will as the world works towards the shared 2030 Sustainable Development Goals.","Health, Medicine & Public Health|International Affairs, Development & Trade",https://publications.parliament.uk/pa/cm/cmallparty/260223/malaria-and-neglected-tropical-diseases.htm,Malaria No More UK acts as the group's secretariat.https://malarianomore.org.uk/,https://appgmalariantds.org.uk/,Dr Lauren Sullivan MP,2026-02-04 00:00:00
malaysia,All-Party Parliamentary Group on Malaysia,To strengthen relations with the peoples of Malaysia; to discuss areas of mutual interest between the United Kingdom and Malaysia; to host Malaysian representatives and politicians who are visiting the United Kingdom; and to constructively work with the High Commission of Malaysia.,Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/malaysia.htm,British Malaysian Society acts as the group's secretariat.https://www.thebritishmalaysiansociety.com/,None,Sir Edward Leigh MP,2025-07-15 00:00:00
maldives,All-Party Parliamentary Group on Maldives,"To raise awareness of key issues in the Maldives including environmental, educational, political and social issues and problems facing the country.",Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/maldives.htm,,None,Yasmin Qureshi MP,2025-05-20 00:00:00
male-suicide,All-Party Parliamentary Group on Male Suicide,"To raise awareness in Parliament, promote effective prevention strategies, and support policies that reduce the disproportionately high suicide rate among men in the UK.","Health, Medicine & Public Health|Social Care, Welfare & Family Support",https://publications.parliament.uk/pa/cm/cmallparty/250909/male-suicide.htm,,https://equi-law.uk/appg-menboys,Jake Richards MP,2025-04-28 00:00:00
male-suicide-and-mental-health,All-Party Parliamentary Group on Male Suicide and Mental Health,"To raise awareness in Parliament, promote effective prevention strategies, and support policies that reduce the disproportionately high suicide rate among men in the UK.","Health, Medicine & Public Health|Social Care, Welfare & Family Support",https://publications.parliament.uk/pa/cm/cmallparty/260223/male-suicide-and-mental-health.htm,Samaritans acts as the group's secretariat.https://www.samaritans.org/,None,David Burton-Sampson MP,2025-04-28 00:00:00
malta,All-Party Parliamentary Group for Malta,"To initiate conversations around the UK’s relationship with Malta, including Government relations, trade and civil society and look to strengthen those ties.",Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/malta.htm,,None,Kevin Bonavia MP,2026-02-09 00:00:00
manufacturing,All-Party Parliamentary Manufacturing Group,"To encourage the exchange of knowledge and understanding between Parliament and the UK's diverse manufacturing industries, helping to raise the profile of manufacturing both inside and outside Parliament.","Economy, Business & Industry",https://publications.parliament.uk/pa/cm/cmallparty/260223/manufacturing.htm,Policy Connect acts as the group's secretariat.https://www.policyconnect.org.uk/,https://www.policyconnect.org.uk/apmg,Bill Esterson MP,2024-10-31 00:00:00
marine-energy,All-Party Parliamentary Group on Marine Energy,"To promote the economic, supply chain and energy security benefits from the development of marine energy resources in and around the UK.",Energy & Utilities,https://publications.parliament.uk/pa/cm/cmallparty/260223/marine-energy.htm,Marine Energy Council acts as the group's secretariat.https://www.marineenergycouncil.co.uk/,https://www.marineenergycouncil.co.uk/appg,Mr Alistair Carmichael MP,2025-12-10 00:00:00
maritime-and-ports,All-Party Parliamentary Group on Maritime and Ports,"To provide a forum for the exchange of views between parliamentarians and leading figures in the shipping, ports and maritime business industries.","Infrastructure, Transport & Mobility|Economy, Business & Industry",https://publications.parliament.uk/pa/cm/cmallparty/260223/maritime-and-ports.htm,Maritime UK acts as the group's secretariat.https://www.maritimeuk.org/,None,Jenny Riddell-Carpenter MP,2025-04-01 00:00:00
maternity,All-Party Parliamentary Group on Maternity,"To raise awareness of the value of maternity services to the health and wellbeing of women and babies as well as to a wider society, and to identify and push for improvements across the entire maternity pathway, specifically including making birth safer and the elimination of inequalities.","Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/maternity.htm,Royal College of Midwives acts as the group's secretariat.https://rcm.org.uk/,None,Michelle Welsh MP,2025-03-10 00:00:00
media,All-Party Parliamentary Media Group,To provide a forum for the discussion of public policy on the media.,"Arts, Culture, Heritage & Media",https://publications.parliament.uk/pa/cm/cmallparty/260223/media.htm,Whitehouse Communications acts as the group's secretariat.https://whitehousecomms.com/,https://www.appgmedia.org/,Chris Kane MP,2025-12-03 00:00:00
media-freedom,All-Party Parliamentary Group on Media Freedom,To promote media freedom in countries around the world and to strengthen the protection of journalists.,"Arts, Culture, Heritage & Media|International Affairs, Development & Trade|Human Rights, Equality & Social Justice",https://publications.parliament.uk/pa/cm/cmallparty/260223/media-freedom.htm,Reporters Without Borders UK acts as the group's secretariat.https://rsf.org/,None,Sir John Whittingdale MP,2026-02-03 00:00:00
medical-cannabis-under-prescription,All-Party Parliamentary Group for Medical Cannabis Under Prescription,"The APPG exists to promote the importance of medical cannabis for patients in the UK. To raise awareness of the industry and the importance to growth of the economy and jobs within the sector. To work with other parties within government to raise awareness of this medication and the importance for patients, to help create an understanding of how this medication could sit within current medical frameworks.","Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/medical-cannabis-under-prescription.htm,The Medical Cannabis Clinicians Society acts as the group's secretariat.https://www.ukmccs.org/,https://www.cicouncil.org.uk/members/appg-medical-cannabis/,Tonia Antoniazzi MP,2026-01-13 00:00:00
men-and-boys-issues,All-Party Parliamentary Group on Men and Boys' Issues,"'To raise awareness of disadvantages and poor outcomes faced by men and boys in education, mental and physical health and law; to influence attitudes, role models, policy and legislation that will lead to positive differences to their well-being and lives.","Social Care, Welfare & Family Support",https://publications.parliament.uk/pa/cm/cmallparty/260223/men-and-boys-issues.htm,Centre for Policy Research on Men and Boys acts as the group's secretariat.https://www.menandboys.org.uk/,https://www.menandboys.org.uk/appg-men-and-boys,Mims Davies MP,2025-11-05 00:00:00
menopause,All-Party Parliamentary Group on Menopause,"To provide a platform to tackle the lack of understanding around Menopause amongst policymakers, the public and employers. The Group also provides a platform in Parliament that highlights the issues and challenges around menopause that deserve attention, as well as acting as a forum for discussion.","Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260112/menopause.htm,,https://menopause-appg.co.uk/,Carolyn Harris MP,2024-10-22 00:00:00
mental-health,All-Party Parliamentary Group on Mental Health,"To inform parliamentarians about issues relating to mental health, and to advocate for policies which will improve mental health in the UK.","Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/mental-health.htm,The Royal College of Psychiatrists  and Rethink Mental Illness  jointly act as the group's secretariat.https://www.rcpsych.ac.uk/andhttps://www.rethink.org/,https://www.rethink.org/campaigns-and-policy/campaign-with-us/the-difference-we-make/appg-on-mental-health/,Sojan Joseph MP,2025-01-15 00:00:00
mexico,All-Party Parliamentary Group on Mexico,"To keep Mexico on the political agenda of the UK parliament, and to strengthen bilateral relations.",Country Group,https://publications.parliament.uk/pa/cm/cmallparty/251201/mexico.htm,,None,Catherine Atkinson MP,2024-09-04 00:00:00
micromobility,All-Party Parliamentary Group for Micromobility,To discuss regulation in the micromobility sector as part of decarbonising our transport system; discuss good regulation and practice already taking place and where it can be improved; identify where government can include micromobility regulation in upcoming legislation; advocate for safety of pedestrians and road users in relation to micromobility.,"Infrastructure, Transport & Mobility|Environment, Climate & Sustainability",https://publications.parliament.uk/pa/cm/cmallparty/260223/micromobility.htm,Voi Technology acts as the group's secretariat.https://voi.com/,None,Alex Mayer MP,2025-01-28 00:00:00
microplastics,All-Party Parliamentary Group on Microplastics,"To further the discussion around the potential harms of microplastics, raise awareness of these harms and provide suggestions for how they can be mitigated – such as via microplastic filters in washing machines.","Environment, Climate & Sustainability",https://publications.parliament.uk/pa/cm/cmallparty/260223/microplastics.htm,"National Federation of Women's Institutes, acts as the group's secretariat.https://www.thewi.org.uk/",https://www.thewi.org.uk/campaigns/key-and-current-campaigns/end-plastic-soup/all-party-parliamentary-group-on-microplastics,Alberto Costa MP,2024-11-19 00:00:00
migration,All-Party Parliamentary Group on Migration,"To support the emergence of mainstream, progressive policy debate on migration in the UK parliament.","Human Rights, Equality & Social Justice",https://publications.parliament.uk/pa/cm/cmallparty/260223/migration.htm,"Refugee, Asylum and Migration Policy Project (RAMP) acts as the group's secretariat.https://www.rampproject.org/",https://appgmigration.org.uk/,David Simmonds MP,2025-11-26 00:00:00
miscarriages-of-justice,All-Party Parliamentary Group for Miscarriages of Justice,"To review and explore potential miscarriages of justice, including scrutiny of the criminal appeals system and highlighting concerns over the ability to redress injustices.","Justice, Law & Security",https://publications.parliament.uk/pa/cm/cmallparty/260223/miscarriages-of-justice.htm,Future Justice acts as the group's secretariat.https://futurejustice.org.uk,None,Kim Johnson MP,2026-01-13 00:00:00
missing-children-and-adults,All-Party Parliamentary Group on Missing Children and Adults,"The APPG works to strengthen policy and practice, address causes of missing incidents, promote person-centered working, preventative multi-agency support, whilst providing a platform to share frontline insights to improve the national response for missing people and their families.","Justice, Law & Security|Social Care, Welfare & Family Support",https://publications.parliament.uk/pa/cm/cmallparty/260223/missing-children-and-adults.htm,Missing People and The Children’s Society jointly act as the group's secretariat.https://www.missingpeople.org.uk/andhttps://www.childrenssociety.org.uk/,None,Michelle Welsh MP,2026-01-28 00:00:00
modern-conflict,All-Party Parliamentary Group on Modern Conflict,"The APPG is an interest group for parliamentarians considering the capabilities and commitments driving contemporary warfare. Our work advances discussion and policy-making regarding protection considerations, technology, covert operations, and other issues which are outpacing conventional oversight mechanisms in the context of modern conflict.","Justice, Law & Security",https://publications.parliament.uk/pa/cm/cmallparty/260112/modern-conflict.htm,University College London acts as the group's secretariat.https://www.ucl.ac.uk/,https://www.appgmodernconflict.org/,Richard Foord MP,2025-02-25 00:00:00
modern-languages,All-Party Parliamentary Group on Modern Languages,"To explore the benefits of learning and using languages throughout the UK; provide a parliamentary forum for information exchange and consultation on languages and linguists; encourage and support policies and action improving the take-up of languages in schools, further and higher education, in the workplace and in the community.","Education, Skills & Youth",https://publications.parliament.uk/pa/cm/cmallparty/260223/modern-languages.htm,Chartered Institute of Linguists acts as the group's secretariat.https://www.ciol.org.uk/,https://www.ciol.org.uk/appgml,Darren Paffey MP,2025-11-25 00:00:00
modernising-employment,All-Party Parliamentary Group on Modernising Employment,The APPG brings together Parliamentarians with organisations that have a shared interest in understanding how the UK labour market can lead the world in driving growth and providing a level playing field for everyone.,"Economy, Business & Industry",https://publications.parliament.uk/pa/cm/cmallparty/260223/modernising-employment.htm,Wychwood Consulting Limited acts as the group's secretariat.https://www.wychwoodconsultingltd.co.uk/,https://www.modeappg.co.uk/,Lee Barron MP,2025-12-14 00:00:00
moldova,All-Party Parliamentary Group for Moldova,To promote and strengthen relations between the parliaments of Moldova and the UK.,Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/moldova.htm,,None,Johanna Baxter MP,2025-04-28 00:00:00
mongolia,All-Party Parliamentary Group on Mongolia,"To promote and strengthen relations between the UK and Mongolia, and their parliaments, and people.",Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/mongolia.htm,,None,James Wild MP,2026-02-02 00:00:00
morocco,All-Party Parliamentary Group for Morocco,To promote links and mutual understanding between Britain and Morocco.,Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/morocco.htm,,None,Dr Andrew Murrison MP,2025-10-28 00:00:00
motor,All-Party Parliamentary Motor Group,"To debate the policy priorities of the UK's automotive industry, motorsport industry and vehicle users, focusing on UK manufacturing and the role of road transport, including the environmental impact; and to promote dialogue between politicians, these industries, users and other stakeholders.","Infrastructure, Transport & Mobility|Economy, Business & Industry|Environment, Climate & Sustainability",https://publications.parliament.uk/pa/cm/cmallparty/260223/motor.htm,"Society of Motor Manufacturers and Traders, Motorsport Industry Association and RAC Foundation jointly act as the group's secretariat.https://www.smmt.co.ukandhttps://the-mia.comandhttps://www.racfoundation.org",None,Justin Madders MP,2025-12-15 00:00:00
motor-neurone-disease,All-Party Parliamentary Group on Motor Neurone Disease,"To increase awareness and understanding of motor neurone disease (MND) amongst parliamentarians, to provide a forum for discussion of the challenges facing people living with and affected by MND and to campaign for better access to high quality services for people affected by MND..","Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/motor-neurone-disease.htm,Motor Neurone Disease Association acts as the group's secretariat.https://www.mndassociation.org/,https://www.mndassociation.org/get-involved/campaigning/all-party-parliamentary-group-appg-on-mnd,Ian Byrne MP,2024-11-26 00:00:00
multiple-sclerosis,All-Party Parliamentary Group for Multiple Sclerosis,To advocate on behalf of and alongside people affected by MS (Multiple Sclerosis) and to promote the interests of people in the MS community.,"Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/multiple-sclerosis.htm,MS Society acts as the group's secretariat.http://www.mssociety.org.uk/,None,Oliver Ryan MP,2026-01-14 00:00:00
music,All-Party Parliamentary Group on Music,"To provide a discussion forum between the music industry, parliamentarians and their constituencies.","Arts, Culture, Heritage & Media",https://publications.parliament.uk/pa/cm/cmallparty/260223/music.htm,UK Music acts as the group's secretariat.http://www.ukmusic.org/,https://appgonmusic.wordpress.com/,Pete Wishart MP,2025-11-18 00:00:00
music-education,All-Party Parliamentary Group on Music Education,"To support parliamentarians engaging in discussions relating to music education through early years, primary, secondary, special educational needs and disabilities (SEND), further and higher education, and lifelong learning. The APPG has a particular focus on curriculum, music hubs, challenges facing higher education, and progression into the creative and cultural sector.","Education, Skills & Youth|Arts, Culture, Heritage & Media",https://publications.parliament.uk/pa/cm/cmallparty/260223/music-education.htm,Independent Society of Musicians acts as the group's secretariat.https://www.ism.org/,https://www.musiceducationappg.org/,Bambos Charalambous MP,2025-11-03 00:00:00
mutuals,All-Party Parliamentary Group for Mutuals,To discuss and support mutuals.,"Economy, Business & Industry",https://publications.parliament.uk/pa/cm/cmallparty/260223/mutuals.htm,Mutuo acts as the group's secretariat.http://www.mutuo.coop/,http://appgmutuals.coop/,Andrew Pakes MP,2024-12-10 00:00:00
myalgic-encephalomyelitis-me,All-Party Parliamentary Group on Myalgic Encephalomyelitis (ME),"Seeks to improve health, social care, education and employment opportunities for people with ME and encourage biomedical research into the cause and treatment of ME.","Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260112/myalgic-encephalomyelitis-me.htm,Action for ME acts as the group's secretariat.https://www.actionforme.org.uk/,https://appgme.co.uk/,Jo Platt MP,2024-12-17 00:00:00
national-parks-and-national-landscapes,All-Party Parliamentary Group for National Parks and National Landscapes,"To champion the protection, enhancement, and sustainable enjoyment of the country’s National Parks and National Landscapes, known collectively as protected landscapes.","Environment, Climate & Sustainability",https://publications.parliament.uk/pa/cm/cmallparty/260223/national-parks-and-national-landscapes.htm,Campaign for National Parks acts as the group's secretariat.https://www.cnp.org.uk/,None,Barry Gardiner MP,2025-10-21 00:00:00
national-trust,All-Party Parliamentary Group on the National Trust,To apply parliamentary scrutiny to the operational and strategic direction of the National Trust.,"Arts, Culture, Heritage & Media",https://publications.parliament.uk/pa/cm/cmallparty/260223/national-trust.htm,National Trust acts as the group's secretariat.https://www.nationaltrust.org.uk/,None,Sadik Al-Hassan MP,2025-11-19 00:00:00
nepal,Nepal All-Party Parliamentary Group,To encourage good relations between Britain and Nepal.,Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/nepal.htm,,None,Alex Baker MP,2025-12-17 00:00:00
net-zero,Net Zero All-Party Parliamentary Group,"The APPG accelerates policy change, promotes zero carbon solutions, supports clean growth technology, and embeds the UK’s commitment to a net zero carbon economy. It provides a forum for MPs and peers to collectively advocate for urgent government action for a low carbon future in the UK.","Environment, Climate & Sustainability",https://publications.parliament.uk/pa/cm/cmallparty/260223/net-zero.htm,Inflect Partners Ltd acts as the group's secretariat.https://www.inflect.co.uk/,https://netzeroappg.org.uk/,Dr Simon Opher MP,2025-11-25 00:00:00
netherlands,Netherlands All-Party Parliamentary Group,To promote good relations between the people and parliaments of the UK and the Netherlands.,Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/netherlands.htm,,None,Mr Clive Betts MP,2026-01-13 00:00:00
